brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
63754,for_sale,269900,1,1,1.03,1127794,Dallas,Texas,75219,954,2014-07-17
26566,for_sale,242100,1,1,3.54,996578,Dallas,Texas,75219,712,2003-02-27
55105,for_sale,299999,1,1,0.33,858211,Dallas,Texas,75219,626,2012-06-21
16829,for_sale,1839000,3,4,3.13,881210,Dallas,Texas,75219,3990,
13676,for_sale,1100000,2,2,,770460,Dallas,Texas,75219,1883,2006-12-06
28412,for_sale,779000,1,2,1.96,1035552,Dallas,Texas,75219,1343,2019-08-12
23665,for_sale,715000,3,4,0.03,1247846,Dallas,Texas,75219,2442,2021-07-13
1764,for_sale,3300000,3,4,0.2,1123592,Dallas,Texas,75219,5273,2005-12-30
9616,for_sale,300000,3,1,0.18,1098815,Dallas,Texas,75220,1188,2001-08-01
26870,for_sale,400000,,,0.19,1098211,Dallas,Texas,75220,1461,
43460,for_sale,160000,2,1,0.16,1812414,Dallas,Texas,75220,838,1991-08-10
13676,for_sale,700000,3,2,0.26,1152857,Dallas,Texas,75220,1308,2016-04-07
21245,for_sale,2995000,5,5,0.5,1765507,Dallas,Texas,75220,6616,2004-09-03
1764,for_sale,12500000,7,11,1.1,1376437,Dallas,Texas,75220,13692,2013-12-31
23665,for_sale,925000,3,3,0.05,1127843,Dallas,Texas,75220,2700,
13676,for_sale,1450000,3,3,0.45,1196890,Dallas,Texas,75220,3154,2006-09-06
1764,for_sale,7250000,5,8,0.7,1207004,Dallas,Texas,75220,8573,2021-02-01
49871,for_sale,1449500,4,5,0.19,1107868,Dallas,Texas,75220,3509,
23665,for_sale,11995000,6,10,1.02,1386760,Dallas,Texas,75220,12096,2001-11-20
37068,for_sale,1600000,4,5,0.17,1130610,Dallas,Texas,75220,4148,
4265,for_sale,1499900,5,5,0.25,1109780,Dallas,Texas,75220,3762,2020-12-23
1764,for_sale,3300000,5,8,1.02,1392150,Dallas,Texas,75220,7005,1990-02-20
26203,for_sale,297350,,,15.65,2001306,Rockwall,Texas,75189,,
63715,for_sale,418685,4,3,,1102202,Royse City,Texas,75189,2260,
107049,for_sale,565000,,,5,1209630,Royse City,Texas,75189,,2011-05-11
25902,for_sale,386490,4,2,,1511874,Fate,Texas,75189,2051,
84764,for_sale,527000,5,3,0.14,774643,Royse City,Texas,75189,3480,2021-03-18
53525,for_sale,465000,3,3,2.23,1505902,Dallas,Texas,75225,2126,1998-03-11
1764,for_sale,435000,2,2,2.23,1505903,Dallas,Texas,75225,2335,
22611,for_sale,345000,2,2,1.38,1476778,Dallas,Texas,75225,1427,
26936,for_sale,220000,1,1,4.26,1490217,Dallas,Texas,75225,737,2001-12-04
31132,for_sale,469000,2,2,1.51,1439748,Dallas,Texas,75225,1360,2019-08-05
14571,for_sale,310000,1,2,1.41,1735009,Dallas,Texas,75225,977,
23665,for_sale,1149000,3,3,0.07,1041558,University Park,Texas,75225,2370,2012-03-08
50831,for_sale,1590000,4,4,0.17,1630749,Dallas,Texas,75225,3625,2013-07-11
1764,for_sale,1149000,3,4,0.16,1179077,University Park,Texas,75225,2361,
31140,for_sale,405000,2,3,,1631087,Dallas,Texas,75225,1522,2000-10-18
23657,for_sale,2499000,4,5,0.19,897864,University Park,Texas,75225,4739,2012-04-27
1764,for_sale,1450000,4,3,0.25,1551381,Dallas,Texas,75225,3141,2018-09-25
13676,for_sale,1040000,2,2,4.26,1490213,Dallas,Texas,75225,1115,2006-08-14
49871,for_sale,1849500,4,5,0.23,1514603,Dallas,Texas,75225,3713,2020-12-08
23665,for_sale,2750000,5,6,0.26,925530,University Park,Texas,75225,5937,2003-11-05
49871,for_sale,1949500,4,5,0.23,1514779,Dallas,Texas,75225,3945,
49871,for_sale,1849500,4,4,0.23,1523300,Dallas,Texas,75225,3617,
49871,for_sale,1849500,4,4,0.23,1523116,Dallas,Texas,75225,3625,2007-03-08
54552,for_sale,285000,3,2,0.23,1291629,Dallas,Texas,75227,1743,2008-09-22
791,for_sale,149900,2,2,5.03,1536778,Dallas,Texas,75214,978,1980-10-30
13676,for_sale,270000,3,3,0.18,1824272,Dallas,Texas,75217,1600,2007-01-26
52823,for_sale,210000,3,2,0.13,1063322,Dallas,Texas,75241,1128,2001-12-20
10602,for_sale,299900,3,2,0.17,830089,Farmers Branch,Texas,75234,1178,2006-09-01
103399,for_sale,459000,4,4,0.34,833608,Dallas,Texas,75210,2947,2004-01-06
26872,for_sale,360000,2,2,0.09,1005209,Farmers Branch,Texas,75234,1693,
58101,for_sale,236000,3,2,0.17,1156074,Dallas,Texas,75216,1296,
53157,for_sale,400000,4,2,0.25,971551,Farmers Branch,Texas,75234,2011,2019-06-26
22036,for_sale,360000,4,3,0.1,233717,Lewisville,Texas,75067,1705,2005-08-22
58765,for_sale,539000,3,4,0.19,1718444,Dallas,Texas,75243,2734,1986-05-22
52695,for_sale,390000,3,3,0.07,587815,Irving,Texas,75063,1821,2021-10-04
58765,for_sale,577000,3,2,0.25,1802848,Dallas,Texas,75238,2080,
18299,for_sale,499900,2,2,0.42,495859,Dallas,Texas,75224,1575,2014-07-02
52644,for_sale,695000,2,3,0.02,997108,Dallas,Texas,75204,2013,2015-09-02
1764,for_sale,1000000,3,4,0.25,217372,Dallas,Texas,75230,3335,
50255,for_sale,529000,4,4,0.18,1520161,Dallas,Texas,75214,2332,2007-01-24
10601,for_sale,374000,2,3,3.48,440798,Dallas,Texas,75214,1549,2016-04-19
21245,for_sale,234000,2,2,0.5,1419308,Dallas,Texas,75214,1025,2017-04-17
26910,for_sale,899900,4,3,0.35,1234551,Dallas,Texas,75214,3283,
71247,for_sale,215000,1,1,2.3,1593825,Dallas,Texas,75214,660,2006-10-30
33843,for_sale,450000,2,3,0.1,366347,Dallas,Texas,75214,1689,
55105,for_sale,675000,3,3,1.11,1334952,Dallas,Texas,75214,2698,2019-03-11
105932,for_sale,1300000,,,0.29,1503351,Dallas,Texas,75214,5568,2018-04-12
52577,for_sale,714990,4,2,0.19,1483876,Dallas,Texas,75214,2368,
1222,for_sale,600000,,,0.17,533114,Dallas,Texas,75214,,
1764,for_sale,625000,2,1,0.18,1493009,Dallas,Texas,75214,1140,2020-03-10
1222,for_sale,1200000,,,0.35,529363,Dallas,Texas,75214,,
23657,for_sale,775000,4,3,0.16,1503505,Dallas,Texas,75214,2443,2020-10-06
24506,for_sale,1425000,5,4,0.15,1491786,Dallas,Texas,75214,4388,2021-04-13
13676,for_sale,1750000,5,5,0.18,1523171,Dallas,Texas,75214,4422,2018-05-09
74748,for_sale,99500,2,2,7.74,79150,Dallas,Texas,75217,1132,2014-05-07
31152,for_sale,425000,4,3,0.17,538802,Dallas,Texas,75216,1946,
100054,for_sale,379900,2,2,0.2,88104,Dallas,Texas,75218,1357,2015-07-21
32332,for_sale,1849900,5,7,0.34,51743,Dallas,Texas,75218,6927,1996-09-23
70999,for_sale,149900,2,1,1.55,833579,Dallas,Texas,75219,730,2000-03-23
26916,for_sale,399000,2,2,3.54,996584,Dallas,Texas,75219,1200,2011-06-21
22695,for_sale,1995000,,,1.64,1397195,Dallas,Texas,75220,3826,
26871,for_sale,1350000,5,6,0.19,1156042,Dallas,Texas,75220,4295,2019-11-26
26871,for_sale,1595000,4,5,0.18,1133061,Dallas,Texas,75220,4309,1990-08-07
49871,for_sale,1595000,5,5,0.17,1157910,Dallas,Texas,75220,4403,
76124,for_sale,35000,,,0.09,276198,Dallas,Texas,75223,,
55777,for_sale,250000,3,2,0.12,1266291,Dallas,Texas,75223,1355,
71697,for_sale,399000,3,3,0.2,1061218,Dallas,Texas,75220,2156,2021-06-16
46666,for_sale,1195000,4,4,0.19,1093966,Dallas,Texas,75220,3830,
103904,for_sale,320000,,,0.29,990512,Dallas,Texas,75220,,2021-06-16
46666,for_sale,1225000,4,5,0.19,1100416,Dallas,Texas,75220,3517,
51523,for_sale,230000,,,0.23,1024920,Dallas,Texas,75220,,2020-02-06
27982,for_sale,1595000,4,5,0.24,1834809,Dallas,Texas,75220,3742,
46666,for_sale,1410000,4,5,0.18,1835324,Dallas,Texas,75220,3814,2007-07-23
46666,for_sale,1475000,4,4,0.21,1832909,Dallas,Texas,75220,4080,1994-10-31
52258,for_sale,2990000,4,5,0.3,1779543,Dallas,Texas,75220,5704,
33745,for_sale,1350000,5,6,0.19,1095773,Dallas,Texas,75220,4707,2019-04-25
49871,for_sale,1595000,5,5,0.18,1117125,Dallas,Texas,75220,4251,
31139,for_sale,1650000,,,0.5,1775841,Dallas,Texas,75220,,2002-07-31
46666,for_sale,1469000,4,5,0.18,1115192,Dallas,Texas,75220,3857,
23833,for_sale,1575000,4,5,0.18,1133851,Dallas,Texas,75220,4465,2000-03-28
46666,for_sale,1560000,4,4,0.21,1112362,Dallas,Texas,75220,4008,2022-03-16
49871,for_sale,1895000,5,5,0.26,1164324,Dallas,Texas,75220,4893,
1764,for_sale,10995000,6,9,1.45,1345541,Dallas,Texas,75220,11185,2007-08-03
46666,for_sale,1545000,5,5,0.16,1113997,Dallas,Texas,75220,3961,
22611,for_sale,100000,2,2,9.25,967738,Dallas,Texas,75220,970,2015-10-09
1764,for_sale,7450000,6,8,1.1,1360471,Dallas,Texas,75220,9606,2017-12-11
97958,for_sale,1250000,4,4,0.2,1126930,Dallas,Texas,75220,3271,2014-04-10
13676,for_sale,355000,1,2,,1091133,Dallas,Texas,75219,1355,2000-10-10
23665,for_sale,320000,2,3,1.45,1157642,Dallas,Texas,75219,1396,2019-12-27
33968,for_sale,159700,2,1,6.61,1294128,Dallas,Texas,75219,841,2017-12-01
100909,for_sale,319999,2,2,0.55,1233804,Dallas,Texas,75219,1332,
29034,for_sale,299000,1,2,0.16,1175586,Dallas,Texas,75219,1329,2016-11-02
78591,for_sale,359900,2,2,1.64,1035364,Dallas,Texas,75219,1348,2013-01-17
10601,for_sale,299000,1,2,0.21,1183275,Dallas,Texas,75219,995,2012-12-19
7419,for_sale,225000,1,1,3.16,1119729,Dallas,Texas,75219,772,
26872,for_sale,220000,1,2,0.54,959867,Dallas,Texas,75219,885,2001-09-20
86907,for_sale,320000,1,1,1.34,1091139,Dallas,Texas,75219,1025,1983-12-22
80927,for_sale,325000,2,2,0.17,1124682,Dallas,Texas,75219,945,2017-05-24
1764,for_sale,355000,2,2,3.54,996591,Dallas,Texas,75219,1154,2009-08-11
99234,for_sale,519000,2,3,0.92,1217846,Dallas,Texas,75219,2004,2013-04-25
1764,for_sale,309000,1,2,3.51,1204617,Highland Park,Texas,75219,1063,2004-02-27
13676,for_sale,389000,2,2,3.54,996590,Dallas,Texas,75219,1240,2012-05-02
27968,for_sale,350000,2,2,3.54,996594,Dallas,Texas,75219,1152,2015-07-23
73087,for_sale,399900,2,2,3.16,1119726,Dallas,Texas,75219,1023,2018-08-16
33968,for_sale,390000,2,2,0.88,858312,Dallas,Texas,75219,1132,1995-06-07
26872,for_sale,725000,3,3,0.47,876935,Dallas,Texas,75219,2125,
26872,for_sale,1175000,2,3,1.23,699711,Dallas,Texas,75219,2558,2015-04-23
1764,for_sale,2599900,8,8,0.19,1185445,Dallas,Texas,75219,7390,
26201,for_sale,1699000,2,3,1.64,770456,Dallas,Texas,75219,2793,2017-06-01
23665,for_sale,995000,3,3,1.64,770458,Dallas,Texas,75219,1925,2006-11-03
26936,for_sale,995000,2,3,3.13,881209,Dallas,Texas,75219,2445,2007-11-20
48925,for_sale,1775000,2,4,2.11,1113819,Dallas,Texas,75219,4196,2010-03-04
57594,for_sale,350000,3,3,4.26,1490215,Dallas,Texas,75225,1673,2013-08-26
23665,for_sale,1070000,,,0.6,1419941,Dallas,Texas,75225,,2003-09-25
13493,for_sale,3950000,5,7,0.45,1541642,Dallas,Texas,75225,7355,2003-07-10
23657,for_sale,999000,3,4,1.94,1534064,Dallas,Texas,75225,3916,2012-01-05
23665,for_sale,869500,3,4,1.51,1439753,Dallas,Texas,75225,2756,
26871,for_sale,350000,2,2,1.49,1461278,Dallas,Texas,75225,1286,2002-08-27
23657,for_sale,325000,1,1,4.26,1490218,Dallas,Texas,75225,821,
10699,for_sale,469000,2,2,1.51,1439747,Dallas,Texas,75225,1387,2006-03-27
23665,for_sale,1899000,,,0.57,1506879,Dallas,Texas,75225,,1984-05-12
23665,for_sale,875000,3,2,0.22,1633975,Dallas,Texas,75225,1496,2011-12-30
23665,for_sale,1495000,4,4,0.26,1506621,Dallas,Texas,75225,3856,2012-04-30
23665,for_sale,3150000,4,5,0.51,1077666,University Park,Texas,75225,4091,
23665,for_sale,3995000,5,7,0.24,1091694,University Park,Texas,75225,6068,2017-10-06
23665,for_sale,4495000,5,6,0.24,1078748,University Park,Texas,75225,6833,2013-11-08
23665,for_sale,1899000,,,0.57,1506090,Dallas,Texas,75225,,1990-03-26
26871,for_sale,3499000,6,8,0.43,1475345,Dallas,Texas,75225,8076,2006-09-19
77964,for_sale,3500000,5,8,0.24,1015525,University Park,Texas,75225,5931,2012-04-12
52258,for_sale,1698000,,,0.27,1622842,Dallas,Texas,75225,,2015-07-01
26227,for_sale,1800000,,,0.79,1443005,Dallas,Texas,75225,,
23657,for_sale,399000,2,3,3.48,440797,Dallas,Texas,75214,1906,2008-07-21
97762,for_sale,543999,3,2,0.2,1514544,Dallas,Texas,75214,1877,2016-06-27
105629,for_sale,495000,3,2,0.17,1601456,Dallas,Texas,75214,1455,2012-11-26
49871,for_sale,649000,3,2,0.18,1232995,Dallas,Texas,75214,1560,1999-04-06
1764,for_sale,875000,3,3,0.23,1515421,Dallas,Texas,75214,2583,2018-08-30
15807,for_sale,700000,3,2,0.16,1155718,Dallas,Texas,75214,1590,2000-09-06
23657,for_sale,699900,3,2,0.17,1588386,Dallas,Texas,75214,1641,
23657,for_sale,2380000,4,5,0.19,1559462,Dallas,Texas,75214,4153,2001-04-27
99939,for_sale,109000,3,1,0.14,1535515,Dallas,Texas,75217,978,
100038,for_sale,249000,4,2,0.26,778172,Dallas,Texas,75217,1928,
74748,for_sale,105000,2,2,7.74,79152,Dallas,Texas,75217,1141,2007-07-31
74748,for_sale,99500,2,2,7.74,79151,Dallas,Texas,75217,1141,1996-05-06
19419,for_sale,325000,4,2,1.05,128933,Dallas,Texas,75217,1803,2006-05-09
39299,for_sale,49900,,,0.3,1734549,Dallas,Texas,75217,,
8557,for_sale,125900,,,9.47,1054882,Royse City,Texas,75189,,
8557,for_sale,49900,,,1.42,872597,Royse City,Texas,75189,,
8557,for_sale,99900,,,1.74,1057951,Royse City,Texas,75189,,
8557,for_sale,79900,,,0.32,761941,Royse City,Texas,75189,,
63715,for_sale,362858,4,3,,1317726,Royse City,Texas,75189,2260,
13791,for_sale,126900,,,1.01,1530706,Royse City,Texas,75189,,
38147,for_sale,388036,3,2,0.13,832149,Royse City,Texas,75189,1810,
13791,for_sale,128900,,,1,731241,Royse City,Texas,75189,,
13791,for_sale,135900,,,1.16,435938,Royse City,Texas,75189,,
13791,for_sale,134900,,,1.27,1296723,Royse City,Texas,75189,,
13791,for_sale,130900,,,1.06,1335260,Royse City,Texas,75189,,
13791,for_sale,127900,,,1.04,328997,Royse City,Texas,75189,,
13791,for_sale,127900,,,1.01,1394637,Royse City,Texas,75189,,
63715,for_sale,388133,4,2,,1615278,Royse City,Texas,75189,1989,
13791,for_sale,134900,,,1,1353514,Royse City,Texas,75189,,
13791,for_sale,132900,,,1.01,384569,Royse City,Texas,75189,,
27030,for_sale,518760,4,3,0.14,1178756,Royse City,Texas,75189,3318,
48539,for_sale,281990,4,2,0.17,1688961,Josephine,Texas,75189,1836,
48539,for_sale,288490,4,2,0.16,282457,Josephine,Texas,75189,1875,
48806,for_sale,200000,,,2,1865272,Royse City,Texas,75189,,
48539,for_sale,252490,3,2,0.2,216429,Josephine,Texas,75189,1294,
30620,for_sale,6551055,,,133.69,1977137,Royse City,Texas,75189,,
53635,for_sale,595000,3,3,0.24,993702,Dallas,Texas,75229,2272,2000-08-04
21245,for_sale,499000,3,1,0.16,1234912,Dallas,Texas,75229,1110,2002-07-08
103237,for_sale,589000,4,3,0.26,1004856,Dallas,Texas,75229,2051,2022-03-02
56807,for_sale,899900,4,3,0.31,1117149,Dallas,Texas,75229,2574,2010-11-22
23657,for_sale,815000,4,4,0.37,1134974,Dallas,Texas,75229,2665,2013-06-04
65812,for_sale,799000,3,3,0.12,1027781,Dallas,Texas,75229,2981,
29034,for_sale,3100000,5,6,0.37,71753,Dallas,Texas,75229,6020,2009-05-05
49871,for_sale,2749500,5,6,0.37,53753,Dallas,Texas,75229,5831,2021-08-19
80188,for_sale,180000,2,2,10.4,83162,Dallas,Texas,75230,932,2008-08-12
22035,for_sale,134900,1,1,10.4,82884,Dallas,Texas,75230,740,2005-02-03
84534,for_sale,169000,1,2,5.57,70285,Dallas,Texas,75230,933,2015-05-28
10601,for_sale,150000,2,2,5.04,263430,Dallas,Texas,75230,1029,2000-10-30
103904,for_sale,1495000,5,5,0.39,1578198,Dallas,Texas,75230,3748,2020-10-14
38857,for_sale,189000,2,2,10.4,83790,Dallas,Texas,75230,1204,
52644,for_sale,300000,2,2,9.87,253260,Dallas,Texas,75230,1154,2021-06-28
51456,for_sale,1250000,6,5,0.39,1617553,Dallas,Texas,75230,5296,1995-10-24
46114,for_sale,1050000,4,3,0.39,239578,Dallas,Texas,75230,2515,2021-08-31
43834,for_sale,1179900,5,5,0.36,155187,Dallas,Texas,75230,3432,2008-09-16
1764,for_sale,1300000,5,6,0.29,1590034,Dallas,Texas,75230,3728,2016-11-04
26871,for_sale,1599000,5,6,0.46,1433847,Dallas,Texas,75230,5518,2014-02-24
26871,for_sale,5295000,6,7,0.82,1533908,Dallas,Texas,75230,7640,2010-11-29
31134,for_sale,1150000,4,3,0.37,204080,Dallas,Texas,75230,3142,2013-07-31
23665,for_sale,1449000,4,4,0.52,1439604,Dallas,Texas,75230,3254,2005-06-20
1764,for_sale,1925000,4,4,0.62,1561593,Dallas,Texas,75230,4575,1985-10-21
33968,for_sale,399000,2,2,,90200,Dallas,Texas,75230,1025,2006-09-22
1764,for_sale,3500000,5,7,0.38,1518509,Dallas,Texas,75230,6700,2006-08-16
1764,for_sale,3895000,5,7,0.47,1490487,Dallas,Texas,75230,6277,2015-01-12
63780,for_sale,1625000,4,4,0.42,1432998,Dallas,Texas,75230,3534,1984-06-09
23665,for_sale,2995000,5,8,0.36,1434606,Dallas,Texas,75230,6173,1995-07-10
49871,for_sale,3749500,6,6,0.38,1544210,Dallas,Texas,75230,5838,2021-03-26
71247,for_sale,340000,3,2,0.19,1343082,Dallas,Texas,75232,1740,
12303,for_sale,369900,4,3,0.26,1108678,Dallas,Texas,75233,2402,2020-04-09
74748,for_sale,199900,2,2,7.53,1059479,Dallas,Texas,75234,1122,
23657,for_sale,375000,4,2,0.19,973072,Farmers Branch,Texas,75234,1839,2007-03-19
103237,for_sale,99000,1,1,1.98,934147,Dallas,Texas,75234,552,2018-04-23
97861,for_sale,640000,3,3,0.35,1061270,Farmers Branch,Texas,75234,2932,2008-06-03
30159,for_sale,330000,4,3,0.04,959593,Farmers Branch,Texas,75234,1969,2020-07-22
103237,for_sale,425000,2,2,4.78,503738,Farmers Branch,Texas,75234,1869,
39767,for_sale,689900,3,4,0.05,273907,Farmers Branch,Texas,75234,2837,
39767,for_sale,689900,3,4,0.05,273908,Farmers Branch,Texas,75234,2837,
26872,for_sale,398000,3,2,0.22,978271,Farmers Branch,Texas,75234,1848,2018-11-30
33968,for_sale,500150,3,3,,267732,Farmers Branch,Texas,75234,1863,
109950,for_sale,475500,3,4,0.04,299111,Farmers Branch,Texas,75234,1942,
48804,for_sale,299900,3,3,0.24,713997,Dallas,Texas,75235,1500,
29034,for_sale,195000,2,2,3.04,1360448,Dallas,Texas,75235,1010,1998-03-17
65812,for_sale,210000,2,2,0.49,965120,Dallas,Texas,75235,1086,2014-07-03
53016,for_sale,225000,2,2,3.04,1359299,Dallas,Texas,75235,1010,2019-02-07
42066,for_sale,349900,2,3,0.24,672507,Dallas,Texas,75235,1513,
21245,for_sale,349900,2,3,,1615289,Dallas,Texas,75235,1601,
20911,for_sale,225000,2,2,3.04,1362486,Dallas,Texas,75235,971,2006-07-05
48839,for_sale,795000,5,4,0.32,1339046,Dallas,Texas,75236,3600,
89712,for_sale,275000,4,2,0.13,1287405,Dallas,Texas,75236,1518,2014-07-18
52823,for_sale,125000,2,2,19.86,1262906,Dallas,Texas,75236,1046,2019-11-04
100335,for_sale,160000,2,2,0.05,1269301,Dallas,Texas,75236,1046,2007-07-12
97749,for_sale,220000,,,1.52,1424284,Dallas,Texas,75236,,2003-04-24
51523,for_sale,219800,2,1,19.86,1265999,Dallas,Texas,75236,1030,
25014,for_sale,139900,2,2,19.86,1268242,Dallas,Texas,75236,1046,
1764,for_sale,3400000,,,29.81,1542209,Dallas,Texas,75236,,
44518,for_sale,380000,,,1.21,1065990,Dallas,Texas,75236,,
73941,for_sale,800000,,,9.15,1375012,Dallas,Texas,75236,,2005-03-24
46769,for_sale,2950000,,,22.9,1261684,Dallas,Texas,75236,,
3875,for_sale,230000,4,2,0.09,1804401,Dallas,Texas,75227,1908,2014-02-19
52874,for_sale,439900,4,3,0.19,1374916,Dallas,Texas,75227,1980,2009-11-02
95091,for_sale,145000,2,1,0.17,659257,Dallas,Texas,75228,1054,2021-05-06
33714,for_sale,257000,3,2,0.17,874153,Dallas,Texas,75228,1348,2016-08-08
52644,for_sale,320000,3,2,0.17,992444,Dallas,Texas,75228,1494,2020-08-27
33714,for_sale,250000,2,2,0.17,743030,Dallas,Texas,75228,1332,2020-08-18
23224,for_sale,299000,3,2,0.18,799959,Dallas,Texas,75228,1195,
106366,for_sale,329900,3,2,0.17,1059242,Dallas,Texas,75228,1439,2021-06-28
97958,for_sale,320000,4,2,0.17,876976,Dallas,Texas,75228,1401,2002-03-12
48832,for_sale,599000,5,3,0.18,1765340,Dallas,Texas,75228,2359,2015-01-05
1764,for_sale,425000,3,2,0.19,42145,Dallas,Texas,75228,1252,
102816,for_sale,330000,3,2,0.16,1664085,Dallas,Texas,75228,1360,2021-01-12
20852,for_sale,425000,3,2,0.24,1824848,Dallas,Texas,75228,1726,2021-10-04
107853,for_sale,95000,1,1,0.04,738885,Arlington,Texas,76006,662,2019-07-30
52258,for_sale,9000000,6,9,1.04,1362171,Dallas,Texas,75229,11274,2013-07-16
1764,for_sale,4549000,5,8,1.01,1291775,Dallas,Texas,75229,9379,2011-08-15
1764,for_sale,5000000,3,5,0.75,104163,Dallas,Texas,75229,6818,2012-08-21
1764,for_sale,9750000,5,8,1.1,1376807,Dallas,Texas,75229,12612,2004-11-05
26871,for_sale,749000,3,4,0.14,1050289,Dallas,Texas,75229,2516,2022-03-01
2152,for_sale,2095000,5,7,0.34,1119656,Dallas,Texas,75229,5402,
27030,for_sale,661553,4,3,0.09,1038968,Dallas,Texas,75229,2597,
1764,for_sale,1999000,4,5,0.54,1344892,Dallas,Texas,75229,4518,2016-04-14
26871,for_sale,675000,,,0.37,71040,Dallas,Texas,75229,,2013-03-22
26870,for_sale,2499000,6,7,0.36,70260,Dallas,Texas,75229,7438,2015-03-25
1764,for_sale,1450000,,,0.78,1317999,Dallas,Texas,75229,,2004-07-07
13676,for_sale,3475000,,,1.14,29780,Dallas,Texas,75229,,
7316,for_sale,749000,,,0.41,163357,Dallas,Texas,75229,,2007-02-06
48806,for_sale,715000,,,0.14,920190,Dallas,Texas,75229,,2003-05-23
13205,for_sale,2750000,,,1.15,27559,Dallas,Texas,75229,,
100909,for_sale,2900000,,,1.78,97792,Dallas,Texas,75229,,
85177,for_sale,100000,1,1,3.88,1557432,Dallas,Texas,75231,565,2000-06-21
109950,for_sale,79900,1,1,8.07,1464310,Dallas,Texas,75231,660,
73899,for_sale,159000,2,3,1.82,1625976,Dallas,Texas,75231,1354,1995-09-28
109060,for_sale,74500,1,1,8.07,1464307,Dallas,Texas,75231,623,2003-09-16
48582,for_sale,223000,3,2,9.34,153916,Dallas,Texas,75230,1358,2002-12-31
71697,for_sale,172000,2,2,9.34,135237,Dallas,Texas,75230,1044,2022-02-11
51456,for_sale,175000,2,2,9.34,154422,Dallas,Texas,75230,1010,2019-03-15
20852,for_sale,245000,2,2,2.24,50289,Dallas,Texas,75230,1045,2016-10-17
26936,for_sale,177500,1,1,2.3,1656858,Dallas,Texas,75230,775,2003-12-24
26201,for_sale,294900,3,2,,1649902,Dallas,Texas,75230,1470,2018-10-25
90519,for_sale,165000,2,2,9.34,133995,Dallas,Texas,75230,1050,2007-07-10
31139,for_sale,205000,2,2,0.5,72267,Dallas,Texas,75230,1197,1991-03-27
45087,for_sale,195000,3,2,9.34,156418,Dallas,Texas,75230,1315,
99828,for_sale,205000,2,2,2.3,1656859,Dallas,Texas,75230,986,2020-08-17
53635,for_sale,245000,2,2,1.7,27598,Dallas,Texas,75230,1344,2017-03-13
102816,for_sale,154900,1,1,4.78,90028,Dallas,Texas,75230,769,2006-03-02
23665,for_sale,2750000,4,5,0.25,1493415,Dallas,Texas,75230,5123,2011-09-02
23665,for_sale,200000,1,1,,1646547,Dallas,Texas,75230,818,2019-10-15
22611,for_sale,157000,2,2,9.5,1431188,Dallas,Texas,75230,1026,
1764,for_sale,3500000,6,7,0.35,1475219,Dallas,Texas,75230,7942,2013-12-10
33968,for_sale,207500,1,1,11.31,94784,Dallas,Texas,75230,804,2010-04-30
